mTimeStamp, mPci, mTac, mEarfcn, mMcc+mMnc, ss, rsrp, rsrq, rssnr, cqi, ta
51875657959861,44,16185,675,310260,31,-80,-16,2147483647,2147483647,2147483647
51878195616260,44,16185,675,310260,31,-84,-18,2147483647,2147483647,2147483647
51880680720257,44,16185,675,310260,31,-82,-18,2147483647,2147483647,2147483647
51883149867586,44,16185,675,310260,30,-88,-15,2147483647,2147483647,2147483647
51885676712578,44,16185,675,310260,30,-89,-15,2147483647,2147483647,2147483647
51888193525433,44,16185,675,310260,31,-88,-15,2147483647,2147483647,2147483647
51890690108286,44,16185,675,310260,30,-90,-18,2147483647,2147483647,2147483647
51893192076191,44,16185,675,310260,31,-84,-13,2147483647,2147483647,2147483647
51895695947118,44,16185,675,310260,31,-86,-16,2147483647,2147483647,2147483647
51898236654871,44,16185,675,310260,31,-86,-17,2147483647,2147483647,2147483647
51900683590427,44,16185,675,310260,31,-89,-18,2147483647,2147483647,2147483647
51902751800893,44,16185,675,310260,31,-86,-15,2147483647,2147483647,2147483647
51905227322755,44,16185,675,310260,31,-86,-16,2147483647,2147483647,2147483647
51907744713734,44,16185,675,310260,31,-87,-15,2147483647,2147483647,2147483647
51910211064918,44,16185,675,310260,31,-89,-18,2147483647,2147483647,2147483647
51912743168191,44,16185,675,310260,31,-90,-18,2147483647,2147483647,2147483647
51915215668593,44,16185,675,310260,29,-90,-15,2147483647,2147483647,2147483647
51917763299941,44,16185,675,310260,30,-91,-18,2147483647,2147483647,2147483647
51920299931496,44,16185,675,310260,31,-89,-18,2147483647,2147483647,2147483647
51922749244500,44,16185,675,310260,31,-86,-16,2147483647,2147483647,2147483647
51925241965738,44,16185,675,310260,30,-91,-16,2147483647,2147483647,2147483647
51927779954168,44,16185,675,310260,31,-85,-17,2147483647,2147483647,2147483647
51930256966550,44,16185,675,310260,31,-85,-16,2147483647,2147483647,2147483647
51932771672269,44,16185,675,310260,31,-87,-18,2147483647,2147483647,2147483647
51935259997205,44,16185,675,310260,31,-83,-16,2147483647,2147483647,2147483647
51937807975479,44,16185,675,310260,31,-84,-17,2147483647,2147483647,2147483647
51940270295933,44,16185,675,310260,31,-82,-15,2147483647,2147483647,2147483647
51942765069359,44,16185,675,310260,31,-78,-17,2147483647,2147483647,2147483647
51944811618052,44,16185,675,310260,31,-68,-14,2147483647,2147483647,2147483647
51947268687776,44,16185,675,310260,31,-67,-16,2147483647,2147483647,2147483647
51949833630740,44,16185,675,310260,31,-64,-14,2147483647,2147483647,2147483647
51952302643069,44,16185,675,310260,31,-75,-15,2147483647,2147483647,2147483647
51954808114621,44,16185,675,310260,31,-77,-17,2147483647,2147483647,2147483647
51957314049506,44,16185,675,310260,31,-79,-14,2147483647,2147483647,2147483647
51959815859182,44,16185,675,310260,31,-82,-12,2147483647,2147483647,2147483647
51962307138389,44,16185,675,310260,30,-84,-12,2147483647,2147483647,2147483647
51964830057963,44,16185,675,310260,31,-87,-18,2147483647,2147483647,2147483647
51967316345554,44,16185,675,310260,30,-86,-13,2147483647,2147483647,2147483647
51969847188202,44,16185,675,310260,31,-85,-18,2147483647,2147483647,2147483647
51972329328085,44,16185,675,310260,31,-86,-19,2147483647,2147483647,2147483647
51974472120694,44,16185,675,310260,31,-85,-16,2147483647,2147483647,2147483647
51976853076348,44,16185,675,310260,31,-81,-14,2147483647,2147483647,2147483647
51979365816598,44,16185,675,310260,29,-84,-9,2147483647,2147483647,2147483647
51981877159557,44,16185,675,310260,31,-83,-17,2147483647,2147483647,2147483647
51984356210429,44,16185,675,310260,31,-84,-17,2147483647,2147483647,2147483647
51986593513412,44,16185,675,310260,31,-86,-17,2147483647,2147483647,2147483647
51988896096454,44,16185,675,310260,31,-81,-12,2147483647,2147483647,2147483647
51991389096234,44,16185,675,310260,31,-86,-18,2147483647,2147483647,2147483647
51993648030000,44,16185,675,310260,31,-83,-17,2147483647,2147483647,2147483647
51996157121448,44,16185,675,310260,31,-83,-10,2147483647,2147483647,2147483647
51998670911855,44,16185,675,310260,31,-85,-17,2147483647,2147483647,2147483647
52001175173615,44,16185,675,310260,31,-84,-16,2147483647,2147483647,2147483647
52002787035650,44,16185,675,310260,31,-85,-19,2147483647,2147483647,2147483647
52003452594571,44,16185,675,310260,31,-81,-17,2147483647,2147483647,2147483647
52004119137710,44,16185,675,310260,31,-79,-15,2147483647,2147483647,2147483647
52004805501581,44,16185,675,310260,31,-79,-14,2147483647,2147483647,2147483647
52005170235836,44,16185,675,310260,31,-77,-16,2147483647,2147483647,2147483647
52005181944066,44,16185,675,310260,31,-77,-16,2147483647,2147483647,2147483647
52006003869617,44,16185,675,310260,31,-75,-16,2147483647,2147483647,2147483647
52008172789729,44,16185,675,310260,31,-71,-14,2147483647,2147483647,2147483647
52010722020451,44,16185,675,310260,31,-73,-17,2147483647,2147483647,2147483647
52013210599345,44,16185,675,310260,31,-75,-12,2147483647,2147483647,2147483647
52015731909336,44,16185,675,310260,31,-69,-16,2147483647,2147483647,2147483647
52017941746691,44,16185,675,310260,31,-68,-16,2147483647,2147483647,2147483647
52020258696037,44,16185,675,310260,31,-72,-13,2147483647,2147483647,2147483647
52022394063020,44,16185,675,310260,31,-72,-17,2147483647,2147483647,2147483647
52024758113100,44,16185,675,310260,31,-71,-18,2147483647,2147483647,2147483647
52027267141006,44,16185,675,310260,31,-70,-13,2147483647,2147483647,2147483647
52029548129879,44,16185,675,310260,31,-75,-15,2147483647,2147483647,2147483647
52030807560421,44,16185,675,310260,31,-70,-7,2147483647,2147483647,2147483647
52031520813721,44,16185,675,310260,31,-81,-14,2147483647,2147483647,2147483647
52033681426228,44,16185,675,310260,31,-79,-16,2147483647,2147483647,2147483647
52036461618953,44,16185,675,310260,31,-74,-14,2147483647,2147483647,2147483647
52038789096841,44,16185,2300,310260,31,-73,-15,2147483647,2147483647,2147483647
52039085141454,44,16185,2300,310260,31,-71,-15,2147483647,2147483647,2147483647
52039897217629,44,16185,2300,310260,31,-82,-14,2147483647,2147483647,2147483647
52040397624345,44,16185,2300,310260,31,-88,-18,2147483647,2147483647,2147483647
52042888279489,44,16185,2300,310260,31,-87,-17,2147483647,2147483647,2147483647
52045414162501,434,16185,675,310260,31,-77,-14,2147483647,2147483647,2147483647
52047697791479,44,16185,2300,310260,31,-89,-17,2147483647,2147483647,2147483647
52049885430759,44,16185,2300,310260,31,-86,-17,2147483647,2147483647,2147483647
52050260476630,44,16185,2300,310260,31,-89,-20,2147483647,2147483647,2147483647
52051080096295,434,16185,2300,310260,31,-83,-12,2147483647,2147483647,2147483647
52051683242344,434,16185,2300,310260,31,-78,-9,2147483647,2147483647,2147483647
52054086534511,434,16185,2300,310260,31,-76,-12,2147483647,2147483647,2147483647
52056590964448,434,16185,2300,310260,31,-75,-16,2147483647,2147483647,2147483647
52058081703138,44,16185,2300,310260,31,-70,-15,2147483647,2147483647,2147483647
52059513893176,44,16185,2300,310260,31,-68,-17,2147483647,2147483647,2147483647
52060320810288,44,16185,2300,310260,31,-63,-16,2147483647,2147483647,2147483647
52061981715558,44,16185,2300,310260,31,-65,-13,2147483647,2147483647,2147483647
52064177014579,44,16185,2300,310260,31,-65,-10,2147483647,2147483647,2147483647
52066686027433,44,16185,2300,310260,31,-62,-15,2147483647,2147483647,2147483647
52069222342373,44,16185,2300,310260,31,-64,-17,2147483647,2147483647,2147483647
52071735241113,44,16185,2300,310260,31,-67,-17,2147483647,2147483647,2147483647
52074239583237,44,16185,2300,310260,31,-67,-13,2147483647,2147483647,2147483647
52076072200763,44,16185,2300,310260,31,-69,-13,2147483647,2147483647,2147483647
52076635078215,44,16185,2300,310260,31,-65,-10,2147483647,2147483647,2147483647
52077059782633,44,16185,2300,310260,31,-60,-15,2147483647,2147483647,2147483647
52077728243533,44,16185,2300,310260,31,-76,-16,2147483647,2147483647,2147483647
52078111222425,44,16185,2300,310260,31,-77,-15,2147483647,2147483647,2147483647
52078476482774,44,16185,2300,310260,31,-77,-15,2147483647,2147483647,2147483647
52079835281972,44,16185,2300,310260,31,-77,-16,2147483647,2147483647,2147483647
52082360552275,44,16185,2300,310260,31,-75,-15,2147483647,2147483647,2147483647
52084918029822,44,16185,2300,310260,31,-71,-16,2147483647,2147483647,2147483647
52086942169711,44,16185,2300,310260,31,-74,-15,2147483647,2147483647,2147483647
52088684941499,434,16185,2300,310260,31,-73,-11,2147483647,2147483647,2147483647
52088735549733,434,16185,2300,310260,31,-73,-11,2147483647,2147483647,2147483647
52091217369876,434,16185,2300,310260,31,-71,-18,2147483647,2147483647,2147483647
52093871923058,434,16185,2300,310260,31,-73,-14,2147483647,2147483647,2147483647
52096076494579,434,16185,2300,310260,31,-72,-12,2147483647,2147483647,2147483647
52098150360098,434,16185,2300,310260,31,-72,-16,2147483647,2147483647,2147483647
52100655612535,434,16185,2300,310260,31,-76,-14,2147483647,2147483647,2147483647
52103150420128,434,16185,2300,310260,31,-69,-10,2147483647,2147483647,2147483647
52105669850066,434,16185,2300,310260,31,-75,-14,2147483647,2147483647,2147483647
52106740722881,434,16185,2300,310260,31,-73,-16,2147483647,2147483647,2147483647
52107123501773,434,16185,2300,310260,31,-70,-14,2147483647,2147483647,2147483647
52107458011026,434,16185,2300,310260,31,-70,-10,2147483647,2147483647,2147483647
52109830815116,434,16185,2300,310260,31,-73,-9,2147483647,2147483647,2147483647
52112337286980,434,16185,2300,310260,31,-68,-11,2147483647,2147483647,2147483647
52113477743240,434,16185,2300,310260,31,-74,-14,2147483647,2147483647,2147483647
52115181681482,434,16185,2300,310260,31,-71,-10,2147483647,2147483647,2147483647
52117241329761,434,16185,2300,310260,31,-66,-13,2147483647,2147483647,2147483647
52119295349861,434,16185,2300,310260,31,-68,-11,2147483647,2147483647,2147483647
52121713579164,434,16185,2300,310260,31,-71,-14,2147483647,2147483647,2147483647
52124220087747,434,16185,2300,310260,31,-75,-9,2147483647,2147483647,2147483647
52126718988413,434,16185,2300,310260,31,-73,-10,2147483647,2147483647,2147483647
52128785665963,434,16185,2300,310260,31,-76,-15,2147483647,2147483647,2147483647
52131147095052,434,16185,2300,310260,31,-72,-11,2147483647,2147483647,2147483647
52133305241621,434,16185,2300,310260,31,-70,-12,2147483647,2147483647,2147483647
52135816791038,434,16185,2300,310260,31,-74,-15,2147483647,2147483647,2147483647
52138218330548,434,16185,2300,310260,31,-71,-14,2147483647,2147483647,2147483647
52138563624905,434,16185,2300,310260,31,-78,-15,2147483647,2147483647,2147483647
52140705710171,434,16185,2300,310260,31,-75,-15,2147483647,2147483647,2147483647
52142830361216,434,16185,2300,310260,31,-79,-13,2147483647,2147483647,2147483647
52145118253579,434,16185,2300,310260,31,-77,-15,2147483647,2147483647,2147483647
52145134546237,434,16185,2300,310260,31,-77,-15,2147483647,2147483647,2147483647
52147440608134,434,16185,2300,310260,31,-76,-14,2147483647,2147483647,2147483647
52147787914054,434,16185,2300,310260,31,-77,-15,2147483647,2147483647,2147483647
52149056732774,434,16185,2300,310260,31,-78,-9,2147483647,2147483647,2147483647
52150251097424,434,16185,2300,310260,31,-76,-10,2147483647,2147483647,2147483647
52151145575169,434,16185,2300,310260,31,-80,-15,2147483647,2147483647,2147483647
52153644425783,434,16185,2300,310260,31,-78,-15,2147483647,2147483647,2147483647
52156159302023,434,16185,2300,310260,31,-76,-9,2147483647,2147483647,2147483647
52158661050137,434,16185,2300,310260,31,-73,-11,2147483647,2147483647,2147483647
52160411874530,434,16185,2300,310260,31,-76,-11,2147483647,2147483647,2147483647
52161198448671,434,16185,2300,310260,31,-77,-9,2147483647,2147483647,2147483647
52162024067503,434,16185,2300,310260,31,-71,-11,2147483647,2147483647,2147483647
52162049662818,434,16185,2300,310260,31,-71,-11,2147483647,2147483647,2147483647
52164532629367,434,16185,2300,310260,31,-71,-10,2147483647,2147483647,2147483647
52167060797849,434,16185,2300,310260,31,-74,-9,2147483647,2147483647,2147483647
52169288499268,434,16185,2300,310260,31,-77,-15,2147483647,2147483647,2147483647
52171351321245,434,16185,2300,310260,31,-79,-14,2147483647,2147483647,2147483647
52173846268941,434,16185,2300,310260,31,-76,-11,2147483647,2147483647,2147483647
52176366461640,434,16185,2300,310260,31,-77,-10,2147483647,2147483647,2147483647
52178756237972,434,16185,2300,310260,31,-79,-11,2147483647,2147483647,2147483647
52180980923610,434,16185,2300,310260,31,-78,-9,2147483647,2147483647,2147483647
52181580420337,434,16185,2300,310260,31,-70,-10,2147483647,2147483647,2147483647
52181595841796,434,16185,2300,310260,31,-70,-10,2147483647,2147483647,2147483647
52184104412255,434,16185,2300,310260,31,-70,-7,2147483647,2147483647,2147483647
52186607615942,434,16185,2300,310260,31,-76,-9,2147483647,2147483647,2147483647
52188702185838,434,16185,2300,310260,31,-75,-8,2147483647,2147483647,2147483647
52190969051376,434,16185,2300,310260,31,-79,-10,2147483647,2147483647,2147483647
52193467096937,434,16185,2300,310260,31,-79,-13,2147483647,2147483647,2147483647
52195959293488,434,16185,2300,310260,31,-78,-9,2147483647,2147483647,2147483647
52198469960405,434,16185,2300,310260,31,-77,-10,2147483647,2147483647,2147483647
52200975497321,434,16185,2300,310260,31,-72,-8,2147483647,2147483647,2147483647
52203483996998,434,16185,2300,310260,31,-73,-13,2147483647,2147483647,2147483647
52205985449434,434,16185,2300,310260,31,-75,-15,2147483647,2147483647,2147483647
52208487582392,434,16185,2300,310260,31,-72,-10,2147483647,2147483647,2147483647
52210977334203,434,16185,2300,310260,31,-70,-8,2147483647,2147483647,2147483647
52213495218464,434,16185,2300,310260,31,-76,-9,2147483647,2147483647,2147483647
52215483703818,434,16185,2300,310260,31,-73,-9,2147483647,2147483647,2147483647
52217758272951,434,16185,2300,310260,31,-76,-10,2147483647,2147483647,2147483647
52220017101249,434,16185,2300,310260,31,-78,-9,2147483647,2147483647,2147483647
52222519603686,434,16185,2300,310260,31,-75,-11,2147483647,2147483647,2147483647
52224760163544,434,16185,2300,310260,31,-75,-12,2147483647,2147483647,2147483647
52227290440099,434,16185,2300,310260,31,-75,-11,2147483647,2147483647,2147483647
52229038763398,434,16185,2300,310260,31,-73,-14,2147483647,2147483647,2147483647
52229085718402,434,16185,2300,310260,31,-73,-14,2147483647,2147483647,2147483647
52231007206719,434,16185,2300,310260,31,-79,-11,2147483647,2147483647,2147483647
52231392188320,434,16185,2300,310260,31,-82,-14,2147483647,2147483647,2147483647
52231909272382,434,16185,2300,310260,31,-82,-15,2147483647,2147483647,2147483647
52234408794662,434,16185,2300,310260,31,-83,-17,2147483647,2147483647,2147483647
52235955221014,328,16185,2300,310260,31,-76,-12,2147483647,2147483647,2147483647
52236346855636,328,16185,2300,310260,31,-83,-16,2147483647,2147483647,2147483647
52237339114433,328,16185,2300,310260,31,-87,-16,2147483647,2147483647,2147483647
52237636697171,328,16185,2300,310260,31,-81,-16,2147483647,2147483647,2147483647
52238809516819,328,16185,2300,310260,31,-81,-19,2147483647,2147483647,2147483647
52240679221536,432,16185,2300,310260,31,-74,-11,2147483647,2147483647,2147483647
52242937234991,432,16185,2300,310260,31,-83,-16,2147483647,2147483647,2147483647
52245439686698,432,16185,2300,310260,31,-85,-16,2147483647,2147483647,2147483647
52247945480333,432,16185,2300,310260,31,-83,-18,2147483647,2147483647,2147483647
52250455835323,328,16185,675,310260,31,-72,-10,2147483647,2147483647,2147483647
52252960449322,432,16185,2300,310260,31,-81,-15,2147483647,2147483647,2147483647
52255580634740,432,16185,2300,310260,31,-83,-16,2147483647,2147483647,2147483647
52257340032467,432,16185,675,310260,31,-81,-16,2147483647,2147483647,2147483647
52259874317355,432,16185,675,310260,31,-79,-16,2147483647,2147483647,2147483647
52262367290468,432,16185,675,310260,31,-78,-16,2147483647,2147483647,2147483647
52264892086396,432,16185,675,310260,31,-78,-14,2147483647,2147483647,2147483647
52266546455728,432,16185,675,310260,31,-80,-17,2147483647,2147483647,2147483647
52268581090045,432,16185,675,310260,31,-79,-15,2147483647,2147483647,2147483647
52271090435295,432,16185,675,310260,31,-75,-11,2147483647,2147483647,2147483647
52273649910915,432,16185,675,310260,31,-76,-10,2147483647,2147483647,2147483647
52276149177674,432,16185,675,310260,31,-75,-16,2147483647,2147483647,2147483647
52277476887650,432,16185,675,310260,31,-80,-17,2147483647,2147483647,2147483647
52278629102817,432,16185,675,310260,31,-78,-12,2147483647,2147483647,2147483647
52279809429862,432,16185,675,310260,31,-77,-16,2147483647,2147483647,2147483647
52280155500469,432,16185,675,310260,31,-78,-15,2147483647,2147483647,2147483647
52281324223606,432,16185,675,310260,31,-77,-16,2147483647,2147483647,2147483647
52283823751616,432,16185,675,310260,31,-76,-16,2147483647,2147483647,2147483647
52286340338585,432,16185,675,310260,31,-79,-14,2147483647,2147483647,2147483647
52288658661524,432,16185,675,310260,31,-74,-15,2147483647,2147483647,2147483647
52290843432263,432,16185,675,310260,31,-75,-11,2147483647,2147483647,2147483647
52293368946004,432,16185,675,310260,31,-76,-13,2147483647,2147483647,2147483647
52295862290888,432,16185,675,310260,31,-76,-14,2147483647,2147483647,2147483647
52298361565095,432,16185,675,310260,31,-76,-16,2147483647,2147483647,2147483647
52300492738328,432,16185,675,310260,31,-78,-18,2147483647,2147483647,2147483647
52301604957397,370,16185,675,310260,31,-81,-14,2147483647,2147483647,2147483647
52302315776218,370,16185,2300,310260,31,-79,-14,2147483647,2147483647,2147483647
52302721857405,370,16185,2300,310260,31,-78,-13,2147483647,2147483647,2147483647
52303468856281,370,16185,2300,310260,31,-77,-9,2147483647,2147483647,2147483647
52304659891868,370,16185,2300,310260,31,-81,-17,2147483647,2147483647,2147483647
52305368702043,370,16185,2300,310260,31,-80,-14,2147483647,2147483647,2147483647
52305889360793,370,16185,2300,310260,31,-84,-15,2147483647,2147483647,2147483647
52306873123860,370,16185,2300,310260,31,-81,-14,2147483647,2147483647,2147483647
52307688337587,370,16185,2300,310260,31,-83,-15,2147483647,2147483647,2147483647
52309718058831,370,16185,2300,310260,31,-79,-12,2147483647,2147483647,2147483647
52312228505435,370,16185,2300,310260,31,-78,-14,2147483647,2147483647,2147483647
52314996111440,370,16185,2300,310260,31,-75,-11,2147483647,2147483647,2147483647
52315373986738,370,16185,2300,310260,31,-78,-12,2147483647,2147483647,2147483647
52317480187260,370,16185,2300,310260,31,-78,-9,2147483647,2147483647,2147483647
52318000033302,370,16185,2300,310260,31,-77,-14,2147483647,2147483647,2147483647
52320040669599,370,16185,2300,310260,31,-83,-13,2147483647,2147483647,2147483647
52320947893387,370,16185,2300,310260,31,-80,-13,2147483647,2147483647,2147483647
52323409234830,370,16185,2300,310260,31,-82,-15,2147483647,2147483647,2147483647
52325914354038,370,16185,2300,310260,31,-79,-10,2147483647,2147483647,2147483647
52328469312886,370,16185,2300,310260,31,-82,-16,2147483647,2147483647,2147483647
52330926977298,370,16185,2300,310260,31,-82,-15,2147483647,2147483647,2147483647
52333415912181,370,16185,2300,310260,31,-79,-14,2147483647,2147483647,2147483647
52335958560872,370,16185,2300,310260,31,-78,-11,2147483647,2147483647,2147483647
52338455137318,370,16185,2300,310260,31,-79,-11,2147483647,2147483647,2147483647
52339868525116,370,16185,2300,310260,31,-83,-10,2147483647,2147483647,2147483647
52340571980863,370,16185,2300,310260,31,-80,-12,2147483647,2147483647,2147483647
52342972185008,370,16185,2300,310260,31,-82,-12,2147483647,2147483647,2147483647
52345132191213,370,16185,2300,310260,31,-79,-11,2147483647,2147483647,2147483647
52347485858687,370,16185,2300,310260,31,-78,-13,2147483647,2147483647,2147483647
52349669335050,370,16185,2300,310260,31,-82,-11,2147483647,2147483647,2147483647
52352001096585,370,16185,2300,310260,31,-80,-15,2147483647,2147483647,2147483647
52354499559438,370,16185,2300,310260,31,-79,-13,2147483647,2147483647,2147483647
52356983327602,370,16185,2300,310260,31,-81,-10,2147483647,2147483647,2147483647
52359526080147,370,16185,2300,310260,31,-80,-11,2147483647,2147483647,2147483647
52362004580967,370,16185,2300,310260,31,-80,-12,2147483647,2147483647,2147483647
52364519318457,370,16185,2300,310260,31,-84,-11,2147483647,2147483647,2147483647
52367019860268,370,16185,2300,310260,31,-78,-10,2147483647,2147483647,2147483647
52369523651195,370,16185,2300,310260,31,-79,-14,2147483647,2147483647,2147483647
52372028675507,370,16185,2300,310260,31,-79,-11,2147483647,2147483647,2147483647
52374521787057,370,16185,2300,310260,31,-79,-10,2147483647,2147483647,2147483647
52377039315485,370,16185,2300,310260,31,-81,-14,2147483647,2147483647,2147483647
52379110051889,370,16185,2300,310260,31,-84,-15,2147483647,2147483647,2147483647
52380080983913,370,16185,2300,310260,27,-93,-13,2147483647,2147483647,2147483647
52380578955525,370,16185,2300,310260,26,-94,-12,2147483647,2147483647,2147483647
52381295291065,370,16185,2300,310260,25,-97,-13,2147483647,2147483647,2147483647
52383789352355,370,16185,2300,310260,22,-98,-8,2147483647,2147483647,2147483647
52386302935835,370,16185,2300,310260,25,-96,-10,2147483647,2147483647,2147483647
52386346542298,370,16185,2300,310260,25,-96,-10,2147483647,2147483647,2147483647
52388019428766,370,16185,2300,310260,25,-98,-13,2147483647,2147483647,2147483647
52389324221292,369,16185,675,310260,16,-113,-10,2147483647,2147483647,2147483647
52391371195819,369,16185,675,310260,16,-118,-17,2147483647,2147483647,2147483647
52393883654194,369,16185,675,310260,21,-112,-20,2147483647,2147483647,2147483647
52396010671021,370,16185,675,310260,24,-101,-14,2147483647,2147483647,2147483647
52398527286115,370,16185,2300,310260,24,-100,-15,2147483647,2147483647,2147483647
52401028370792,370,16185,2300,310260,26,-95,-12,2147483647,2147483647,2147483647
52401057506576,370,16185,2300,310260,26,-95,-12,2147483647,2147483647,2147483647
52401952746404,370,16185,2300,310260,28,-89,-10,2147483647,2147483647,2147483647
52403958749156,370,16185,2300,310260,29,-90,-14,2147483647,2147483647,2147483647
52406153436146,370,16185,2300,310260,26,-97,-15,2147483647,2147483647,2147483647
52408596155087,370,16185,2300,310260,24,-100,-13,2147483647,2147483647,2147483647
52411110661327,370,16185,2300,310260,21,-109,-17,2147483647,2147483647,2147483647
52413591631418,370,16185,2300,310260,20,-107,-12,2147483647,2147483647,2147483647
52414201986635,370,16185,2300,310260,19,-111,-15,2147483647,2147483647,2147483647
52416229138712,370,16185,2300,310260,19,-108,-11,2147483647,2147483647,2147483647
52418520002951,370,16185,2300,310260,18,-110,-12,2147483647,2147483647,2147483647
52420858181204,370,16185,2300,310260,20,-109,-15,2147483647,2147483647,2147483647
52422134666332,370,16185,2300,310260,19,-109,-10,2147483647,2147483647,2147483647
52424230846905,370,16185,2300,310260,18,-112,-13,2147483647,2147483647,2147483647
52426744683405,370,16185,2300,310260,20,-106,-11,2147483647,2147483647,2147483647
52429125709945,370,16185,2300,310260,19,-104,-9,2147483647,2147483647,2147483647
52430107175876,370,16185,2300,310260,20,-106,-10,2147483647,2147483647,2147483647
52432629562325,370,16185,2300,310260,21,-104,-12,2147483647,2147483647,2147483647
52434439944120,370,16185,2300,310260,24,-101,-14,2147483647,2147483647,2147483647
52436928861607,370,16185,2300,310260,21,-104,-11,2147483647,2147483647,2147483647
52438644375997,370,16185,2300,310260,20,-106,-12,2147483647,2147483647,2147483647
52439085236666,370,16185,2300,310260,20,-108,-13,2147483647,2147483647,2147483647
52439584482757,370,16185,2300,310260,22,-101,-10,2147483647,2147483647,2147483647
52440299088714,370,16185,2300,310260,20,-107,-14,2147483647,2147483647,2147483647
52442077561756,370,16185,2300,310260,20,-103,-10,2147483647,2147483647,2147483647
52444230627699,370,16185,2300,310260,22,-107,-16,2147483647,2147483647,2147483647
52446507547926,370,16185,2300,310260,21,-101,-9,2147483647,2147483647,2147483647
52447624631996,370,16185,2300,310260,20,-104,-9,2147483647,2147483647,2147483647
52449391788266,370,16185,2300,310260,21,-106,-13,2147483647,2147483647,2147483647
52450669201778,370,16185,2300,310260,19,-109,-13,2147483647,2147483647,2147483647
52452321664235,370,16185,2300,310260,21,-107,-15,2147483647,2147483647,2147483647
52454431162257,370,16185,2300,310260,19,-112,-16,2147483647,2147483647,2147483647
52457000656576,370,16185,2300,310260,20,-110,-16,2147483647,2147483647,2147483647
52459183632314,370,16185,2300,310260,22,-105,-15,2147483647,2147483647,2147483647
52461226421945,370,16185,2300,310260,19,-108,-12,2147483647,2147483647,2147483647
52463360017261,370,16185,2300,310260,22,-105,-15,2147483647,2147483647,2147483647
52465726431507,370,16185,2300,310260,22,-103,-12,2147483647,2147483647,2147483647
52467888467765,370,16185,2300,310260,20,-106,-11,2147483647,2147483647,2147483647
52470169993929,370,16185,2300,310260,23,-99,-11,2147483647,2147483647,2147483647
52472341336125,370,16185,2300,310260,24,-97,-11,2147483647,2147483647,2147483647
